ORIGEM DOS DADOS;CÓDIGO OBRA;PROCESSO;SECRETARIA CONTRATANTE;SECRETARIA RESPONSÁVEL;SUBPREFEITURA;REGIÃO;DISTRITO;LOCAL;LATITUDE;LONGITUDE;NOME DA OBRA;ESCOPO DO CONTRATO;CATEGORIA;SUBCATEGORIA;CLASSIFICAÇÃO;STATUS;FONTES DE RECURSO;DT INÍCIO DA OBRA;DT TÉRMINO DA OBRA;NÚMERO DO CONTRATO;EMPRESA CONTRATADA;CNPJ CONTRATADA;PROGRAMA DE METAS;VALOR INICIAL DO CONTRATO;VALOR DE ADITAMENTOS;VALOR TOTAL DO CONTRATO;VALOR EXECUTADO DO CONTRATO;VALOR DE REAJUSTES;VALOR DE INVESTIMENTOS
SIURB;M1992201;6022202200031630;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;IQ;LESTE;CIDADE LIDER;Rua Orlando Pellicci;-23.5607241;-46.4792481;CONTENÇÃO DE TALUDE EM MARGEM DO CÓRREGO - CÓRREGO GUAIAUNA - RUA ORLANDO PELLICCI;Intervenção, em caráter emergencial, para realização de obra emergencial para contenção de talude em margem do córrego - Córrego Guaiauna - Rua orlando Pellicci;Drenagem;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Tesouro Municipal;28/06/2022;24/12/2022;199/SIURB/22;DB CONSTRUÇÕES LTDA;	3101876000112;		;R$7.087.015,62;R$0,00;R$7.087.015,62;R$7.087.015,61;R$0,00;R$7.087.015,61
SIURB;M2012201;6022202200028184;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;CL;SUL;CAPÃO REDONDO;Rua Dr José Velasques Vargas - Jardim Comercial;-23.6730251;-46.7809621;RECOMPOSIÇÃO E CONTENÇÃO DE TALUDE - CÓRREGO MOENDA - RUA DR JOSÉ VELASQUES  VARGAS - JARDIM COMERCIAL;Contratação de empresa especializada para execução de obra emergencial de recomposição e contenção de talude - Córrego Moenda - Rua Dr José Velasques Vargas - Jardim Comercial;Drenagem;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Tesouro Municipal;10/06/2022;06/12/2022;201/SIURB/22;SITAG ENGENHARIA;	29419365000137;		;R$16.142.155,59;R$0,00;R$16.142.155,59;R$16.133.518,81;R$0,00;R$16.133.518,81
SIURB;M2022201;6022202200028923;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;IQ;LESTE;CIDADE LIDER;Rua Alexandre Cheid, 633;-23.5643381;-46.4831831;CONTENÇÃO DO TALUDE E RECOMPOSIÇÃO DO PAVIMENTO - RUA ALEXANDRE CHEID, 633;Contratação de empresa especializada para execução de obra emergencial de contenção do talude e recomposição do pavimento - Rua Alexandre Cheid, 633;Vias e Logradouros;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Tesouro Municipal;13/06/2022;09/12/2022;202/SIURB/22;DB CONSTRUÇÕES LTDA;	3101876000112;		;R$565.156,23;R$0,00;R$565.156,23;R$558.953,40;R$0,00;R$558.953,40
SIURB;M2042201;6016202200087307;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;FO;NORTE;FREGUESIA DO Ó;Rua Balsa, 245;-23.5053351;-46.6959421;DEMOLIÇÃO DA CABINE PRIMÁRIA CONAE OFICINA;Execução do serviço de demolição da cabine primária CONAE Oficina;Outros;MANUTENÇÃO;Demolição;CONCLUÍDA;00-Tesouro Municipal;11/10/2022;09/11/2022;204/SIURB/22;DPT ENGENHARIA E ARQUITETURA EIRELI;	34730331000107;		;R$26.934,45;R$0,00;R$26.934,45;R$18.194,43;R$0,00;R$18.194,43
SIURB;M2122201;6022202200017891;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;BT;OESTE;Raposo Tavares;Rua dos Piemonteses;-23.581698;-46.783062;CONTENÇÃO DAS MARGENS DO CÓRREGO - RUA DOS PIEMONTESES;Intervenção, em caráter emergencial, para realização de obras para contenção das margens do córrego localizado na Rua dos Piemonteses, altura do nº 10 ;Drenagem;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Tesouro Municipal;18/04/2022;15/10/2022;212/SIURB/22;MAROSTICA ENGENHARIA E PARTICIPAÇÕES LTDA;	01133441000124;	;R$15.018.169,14;R$0,00;R$15.018.169,14;R$15.017.958,69;R$0,00;R$15.017.958,69
SIURB;M2132201;6022202200021953;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;IQ;LESTE;Itaquera;Rua Álvaro de Mendonça, altura do nº 1136;-23.540319;-46.443081;CONTENÇÃO DE TALUDE E RECOMPOSIÇÃO DO PAVIMENTO ASFÁLTICO NA RUA ÁLVARO DE MENDONÇA, ALTURA DO Nº 1136;Intervenção, em caráter emergencial, para realização de obras para contenção de talude e recomposição do pavimento asfáltico na Rua Álvaro de Mendonça, altura do nº 1.136;Vias e Logradouros;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Tesouro Municipal;11/05/2022;07/11/2022;213/SIURB/22;ABCON CONSULTORIA;	32244971000173;	;R$7.471.544,49;R$0,00;R$7.471.544,49;R$7.471.544,49;R$0,00;R$7.471.544,49
SIURB;M2142201;6022202200016542;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;CL;SUL;Campo Limpo;Rua Dr Jorde Arida;-23.643311;-46.788488;RECUPERAÇÃO DOS TALUDES NO RESERVATÓRIO LINDEIRO AO CÓRREGO PIRAJUSSARA NOS SEUS PONTOS CRÍTICOS EM EROSÃO - RUA DR JORGE ARIDA;Intervenção, em caráter emergencial, para realização de obras para recuperação dos taludes no reservatório de amortecimento de cheias Jardim Maria Sampaio, lindeiro ao Córrego Pirajussara, nos seus pontos críticos em erosão, localizado na Rua Doutor Jorge Arida;Drenagem;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Tesouro Municipal;12/04/2022;09/10/2022;214/SIURB/22;DP BARROS PAVIMENTAÇÃO E CONSTRUÇÃO LTDA;	04780776000122;	;R$1.752.059,88;R$0,00;R$1.752.059,88;R$1.752.059,74;R$0,00;R$1.752.059,74
SIURB;M2172201;6022202200018138;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;PJ;NORTE;São Domingos;Rua Antônio Pavanelli esquina com a Av. Elísio Cordeiro de Siqueira, altura do nº 912;-23.497713;-46.746981;RECOMPOSIÇÃO DE GALERIA E DO VIÁRIO NA RUA ANTONIO PAVANELLI ESQUINA COM A AV ELÍSIO CORDEIRO SIQUEIRA;Intervenção, em caráter emergencial, para realização de obras para recomposição de galeria e do viário na Rua Antônio Pavanelli esquina com a Av. Elísio Cordeiro de Siqueira, altura do nº 912;Drenagem;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Tesouro Municipal;19/04/2022;16/10/2022;217/SIURB/22;CONSTRUTORA SANDIN LTDA;	51182145000191;	;R$579.468,18;R$0,00;R$579.468,18;R$578.531,36;R$0,00;R$578.531,36
SIURB;M2192201;6022202200041121;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;BT;OESTE;MORUMBI;Ramo da Avenida Lineu de Paula Machado - Túnel Jânio Quadros;-23.5729651;-46.7041681;RECUPERAÇÃO DAS PATOLOGIAS APRESENTADAS - RAMO DA AVENIDA LINEU DE PAULA MACHADO - TÚNEL JÂNIO QUADROS;Obra emergencial para estabelecimento estrutural e recuperação das patologias apresentadas - Ramo da Avenida Lineu de Paula Machado - Túnel Jânio Quadros;Vias e Logradouros;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Tesouro Municipal;11/08/2022;06/02/2023;219/SIURB/22;VOS OBRAS E SERVIÇOS DE CONSTRUÇÃO CIVIL;	1129913000175;		37;R$16.656.150,66;R$0,00;R$16.656.150,66;R$16.651.372,38;R$0,00;R$16.651.372,38
SIURB;M2202201;6022202200022712;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;PE;LESTE;Penha;Viaduto Engenheiro Alberto Badra;-23.532568;-46.550648;RECUPERAÇÃO DE PAVIMENTO RÍGIDO NO VIADUTO ENGENHEIRO ALBERTO BADRA;Intervenção, em caráter emergencial, para realização de obras para recuperação de pavimento rígido - Viaduto Engenheiro Alberto Badra;Vias e Logradouros;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Tesouro Municipal;16/05/2022;12/11/2022;220/SIURB/22;VOS OBRAS E SERVIÇOS DE CONSTRUÇÃO CIVIL;	01129913000175;	;R$777.071,03;R$0,00;R$777.071,03;R$493.332,59;R$0,00;R$493.332,59
SIURB;M2282201;6022202200039674;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;JT;NORTE;JAÇANA;Rua Nossa Senhora Aparecida - Jardim Felicidade;-23.4441531;-46.5768801;CONTENÇÃO DE TALUDE - RUA NOSSA SENHORA APARECIDA;Obra emergencial para contenção de talude - Rua Nossa Senhora Aparecida - Jardim Felicidade - Complementar;Outros;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Recursos não vinculados de Impostos\00-Tesouro Municipal;03/08/2022;29/01/2023;228/SIURB/22;ERCAN CONSTRUTORA LTDA;	56783319000195;		;R$20.308.944,94;R$0,00;R$20.308.944,94;R$20.307.891,92;R$0,00;R$20.307.891,92
SIURB;M2292201;6022202200033226;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SE;CENTRO;SÉ;Viaduto Diário Popular;-23.5435641;-46.6292751;RECUPERAÇÃO ESTRUTURAL NO VIADUTO DIÁRIO POPULAR;Obra emergencial para recuperação estrutural - Viaduto Diário Popular (Fundos do Estacionamento do Museu Catavento);Vias e Logradouros;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Tesouro Municipal;05/07/2022;31/12/2022;229/SIURB/22;JOFEGE PAVIMENTAÇÃO E CONSTRUÇÃO LTDA;	62162847000120;		37;R$27.000.196,76;R$0,00;R$27.000.196,76;R$27.000.196,35;R$0,00;R$27.000.196,35
SIURB;M2302201;6022202200041130;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;PJ;NORTE;PIRITUBA;Ponte da Comunidade Húngara;-23.5074451;-46.7144381;RECUPERAÇÃO ESTRUTURAL DO VIADUTO/PONTE DA COMUNIDADE HÚNGARA SOBRE A MARGINAL DO RIO TIETÊ;Obra emergencial para recuperação estrutural do Viaduto/Ponte da Comunidade Húngara sobre a Marginal do Rio Tietê, sentido Rodovia Castelo Branco;Vias e Logradouros;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Campo de Marte\00-Tesouro Municipal;11/08/2022;06/02/2023;230/SIURB/22;2SS CONSTRUÇÕES;	22257003000148;		37;R$12.019.516,48;R$0,00;R$12.019.516,48;R$12.019.516,12;R$0,00;R$12.019.516,12
SIURB;M2372201;6022202200023549;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;PJ;NORTE;Pirituba;Rua Julio Nicolau;-23.491926;-46.727796;CONTENÇÃO DE TALUDE NA EMEI JARDIM FELICIDADE - RUA JULIO NICOLAU;Intervenção, em caráter emergencial, para realização de obras para contenção de talude na EMEI Jardim Felicidade;Unidades de Educação;MANUTENÇÃO;EMEI;CONCLUÍDA;00-Tesouro Municipal;13/05/2022;09/11/2022;237/SIURB/22;HIDROPAV CONSTRUTORA E PARTICIPAÇÕES LTDA;	31258472000172;	;R$3.252.870,79;R$0,00;R$3.252.870,79;R$3.036.405,66;R$0,00;R$3.036.405,66
SIURB;M2382201;6022202200040117;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;MG;NORTE;VILA MEDEIROS;Rua Ananatuba, nº 60;-23.4874371;-46.5873971;CONTENÇÃO DAS MARGENS DO CÓRREGO LOCALIZADO NA RUA ANANATUBA;Intervenção em caráter emergencial para realização de obras para contenção das margens do córrego localizado na Rua Ananatuba, nº 60;Drenagem;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Campo de Marte\00-Tesouro Municipal;05/08/2022;31/01/2023;238/SIURB/22;NOVA JRA EMPREENDIMENTOS E ENGENHARIA LTDA;	44721630000120;		;R$11.083.637,57;R$0,00;R$11.083.637,57;R$11.078.262,52;R$0,00;R$11.078.262,52
SIURB;M2402201;6022202200018669;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SM;LESTE;São Rafael;Rua Santo André Avelino, 1741;-23.639390;-46.458646;CONTENÇÃO DE TALUDE E RECOMPOSIÇÃO DO PAVIMENTO ASFÁLTICO NA RUA SANTO ANDRÉ AVELINO;Intervenção em caráter emergencial para realização de obras para contenção de talude e recomposição do pavimento asfáltico na Rua Santo André Avelino, altura do nº 1741;Vias e Logradouros;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Tesouro Municipal;26/04/2022;23/10/2022;240/SIURB/22;MAS CONSTRUÇÕES E EMPREENDIMENTOS LTDA;	67192609000180;	;R$3.271.503,72;R$0,00;R$3.271.503,72;R$3.271.503,72;R$0,00;R$3.271.503,72
SIURB;M2442201;6022202200035733;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SE;CENTRO;Sé;Rua Comendador Abdo Schahin, 77;-23.543608;-46.631995;INTERVENÇÕES E DEMOLIÇÕES NA EDIFICAÇÃO NA RUA COMENDADOR ABDO SCHAHIN, Nº 78;Contratação emergencial de empresa especializada para execução de serviços emergenciais de intervenções e demolições na edificação na Rua Comendador Abdo Schahin, nº 78;Outros;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Tesouro Municipal;15/07/2022;31/10/2022;244/SIURB/22;G20 GERENCIAMENTO E OBRAS LTDA;	05268723000190;	;R$5.808.560,77;R$0,00;R$5.808.560,77;R$5.484.052,96;R$0,00;R$5.484.052,96
SIURB;M2552201;6022202200025231;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SE;CENTRO;Liberdade;Rua Raimundo de Brito, altura do nº 43;-23.568056;-46.632488;RECUPERAÇÃO DE TRECHO DA GALERIA DE ÁGUAS PLUVIAIS NA RUA RAIMUNDO DE BRITO;Intervenção em caráter emergenial para realização de obras para recuperação de trecho da galeria de águas pluviais e recomposição do viário, localizada na Rua Raimundo de Brito, altura do nº 43;Drenagem;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Tesouro Municipal;25/05/2022;21/11/2022;255/SIURB/22;2SS CONSTRUÇÕES LTDA;	22257003000148;	;R$17.674.069,56;R$0,00;R$17.674.069,56;R$16.679.873,06;R$0,00;R$16.679.873,06
SIURB;M2572201;6022202200049050;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;LA;OESTE;LAPA;Viaduto Comendador Elias Nagib Breim;-23.5195561;-46.7007481;RECOMPOSIÇÃO ESTRUTURAL DO VIADUTO COMENDADOR ELIAS NAGIB BREIM;Intervenção em caráter emergencial para realização de obras para recomposição estrutural do Viaduto Comendador Elias Nagib Breim - Interligação entre a Rua Nossa Senhora da Lapa e Avenida Ermano Marchetti;Vias e Logradouros;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Campo de Marte\08-Tesouro Municipal - Recursos Vinculados;16/09/2022;02/04/2023;257/SIURB/22;G20 GERENCIAMENTO E OBRAS LTDA;	5268723000190;		;R$41.637.380,55;R$0,00;R$41.637.380,55;R$32.908.795,64;R$0,00;R$32.908.795,64
SIURB;M2582201;6022202200050279;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;BT;OESTE;RAPOSO TAVARES;Rua Nicolau Copérnico, 165;-23.5881451;-46.7725981;CONTENÇÃO DE TALUDE NA EMEF TENENTE ALÍPIO ANDRADA SERPA;Intervenção em caráter emergencial para realização de obras para contenção de talude na EMEF Tenente Alípio Andrada Serpa, situada na Rua Nicolau Copérnico, 165;Unidades de Educação;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Tesouro Municipal;27/09/2022;25/03/2023;258/SIURB/22;APENG SERVIÇOS E CONSTRUÇÕES LTDA;	30037029000109;		;R$1.534.697,33;R$0,00;R$1.534.697,33;R$1.533.771,30;R$0,00;R$1.533.771,30
SIURB;M2592201;6022202200028460;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;MB;LESTE;Jardim Angela;Rua Mario Totta, 100;-23.692251;-46.785687;CONSTRUÇÃO DO MURO DA EMEI ANGENOR DE OLIVEIRA;Intervenção em caráter emergencial para realização de obras para construção do muro da EMEI Angenor de Oliveira - Cartola, localizada na Rua Mario Totta, 100;Unidades de Educação;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Tesouro Municipal;13/06/2022;10/12/2022;259/SIURB/22;CONSTRUTORA PROGREDIOR LTDA;	56838949000110;	;R$7.512.487,96;R$0,00;R$7.512.487,96;R$7.511.872,01;R$0,00;R$7.511.872,01
SIURB;M2612201;6022202200049041;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;IT;LESTE;VILA CURUÇA;Av Marechal Tito, nº 3452 - CEU Vila Curuça;-23.4950561;-46.4123031;RECUPERAÇÃO ESTRUTURAL EM EDIFICAÇÃO - CEU VILA CURUÇA;Intervenção em  caráter emergencial para realização de obras para recuperação estrutural em edificação localizada na Avenida Marechal Tito, nº 3452 - CEU Vila Curuça;Unidades de Educação;MANUTENÇÃO;CEU;CONCLUÍDA;00-Tesouro Municipal\00-Campo de Marte;16/09/2022;28/04/2023;261/SIURB/22;DPT ENGENHARIA E ARQUITETURA EIRELI;	34730331000107;		;R$11.756.378,37;R$0,00;R$11.756.378,37;R$11.755.238,97;R$0,00;R$11.755.238,97
SIURB;M2632201;6022202200030243;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;LA;OESTE;LAPA;Rua Caiapós, altura do nº 297;-23.5104891;-46.7200831;CONSTRUÇÃO DA CAIXA DE PASSAGEM NA RUA CAIAPÓS;Intervenção em caráter emergencial para realização de obras para construção da caixa de passagem na Rua Caiapós, altura do nº 297;Drenagem;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Tesouro Municipal;22/06/2022;18/12/2022;263/SIURB/22;LEMAM CONSTRUÇÕES E COMÉRCIO SA;	4002395000112;		;R$9.114.762,07;R$0,00;R$9.114.762,07;R$9.114.437,48;R$0,00;R$9.114.437,48
SIURB;M2642201;6022202200037361;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SM;LESTE;IGUATEMI;Travessa Jesus Arambarri;-23.6170151;-46.4148451;CONTENÇÃO DE TALUDE E RECOMPOSIÇÃO DO VIÁRIO - TRAVESSA JESUS ARAMBARRI;Intervenção em caráter emergencial para realização de obras para contenção de talude e recomposição do viário na Travessa Jesus Arambarri;Outros;MANUTENÇÃO;Contenção de talude;CONCLUÍDA;00-Recursos não vinculados de Impostos\00-Tesouro Municipal;20/07/2022;15/01/2023;264/SIURB/22;CONSTRUISO ENGENHARIA E EMPREENDIMENTOS LTDA - EPP;	4206255000166;		;R$6.156.408,07;R$0,00;R$6.156.408,07;R$6.091.875,49;R$0,00;R$6.091.875,49
SIURB;M2652201;6022202200035725;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;PR;NORTE;PERUS;Rua Esperança;-23.4367741;-46.8036591;CONTENÇÃO DAS MARGENS DO CÓRREGO - CÓRREGO JARDIM ROSINHA, RUA ESPERANÇA;Execução de obras emergenciais de contenção das margens do córrego - Córrego Jardim Rosinha, Rua Esperança;Drenagem;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Tesouro Municipal;14/07/2022;09/01/2023;265/SIURB/22;SITAG ENGENHARIA LTDA;	29419365000137;		;R$22.866.777,75;R$0,00;R$22.866.777,75;R$21.912.996,41;R$0,00;R$21.912.996,41
SIURB;M2662201;6022202200029709;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SM;LESTE;São Mateus;Entre as ruas Filipe Marinetti, Baltazar dos Reis, Francisco de Santa Maria e Manuel Velho Moreira;-23.602438;-46.473582;CONTENÇÃO DAS MARGENS DO CÓRREGO - CÓRREGO GERMANO;Intervenção, em caráter emergencial, para realização de obras para contenção das margens do Córrego Germano, na Rua Filipi Marinetti;Drenagem;MANUTENÇÃO;Contenção de margens;CONCLUÍDA;00-Tesouro Municipal;15/06/2022;12/12/2022;266/SIURB/22;MAS CONSTRUÇÕES E EMPREENDIMENTOS LTDA;	67192609000180;	;R$11.558.715,27;R$0,00;R$11.558.715,27;R$11.558.492,63;R$0,00;R$11.558.492,63
SIURB;M2672201;6022202200033218;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SM;LESTE;SÃO RAFAEL;Rua Quaresma Delgado;-23.6253101;-46.4679391;CONTENÇÃO EM MARGEM DE CÓRREGO E SERVIÇOS COMPLEMENTARES - RUA QUARESMA DELGADO;Intervenção, em caráter emergencial, para realização de obras de contenção em margem de córrego e serviços complementares;Drenagem;MANUTENÇÃO;Contenção de margens;CONCLUÍDA;00-Tesouro Municipal;05/07/2022;31/12/2022;267/SIURB/22;MATHESIS ENGENHARIA E CONSTRUÇÃO LTDA;	3302648000100;		;R$26.622.329,56;R$0,00;R$26.622.329,56;R$26.497.862,00;R$0,00;R$26.497.862,00
SIURB;M2682201;6022202200040133;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;IT;LESTE;VILA CURUÇA;Viaduto da China, continuidade da Av. Estrela da Noite;-23.4929331;-46.4153231;RECUPERAÇÃO ESTRUTURAL DO VIADUTO DA CHINA;Intervenção, em caráter emergencial, para realização de obras para recuperação estrutural do Viaduto Rosita Macedo de Andrade (Viaduto da China);Vias e Logradouros;MANUTENÇÃO;OAE;CONCLUÍDA;00-Campo de Marte\00-Tesouro Municipal;05/08/2022;31/01/2023;268/SIURB/22;CONSTRUTORA LETTIERI CORDARO LTDA;	7879965000145;		37;R$18.495.665,26;R$0,00;R$18.495.665,26;R$18.495.592,58;R$0,00;R$18.495.592,58
SIURB;M2692201;6022202200044872;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;EM;LESTE;PONTE RASA;Rua Benfica de Minas;-23.5100711;-46.5108191;CONTENÇÃO DE MARGEM DO CÓRREGO - RUA BENFICA DE MINAS;Intervenção, em caráter emergencial, para realização de obras para contenção de margem do córrego localizado na Rua Benfica de Minas;Drenagem;MANUTENÇÃO;Contenção de margens;CONCLUÍDA;00-Recursos não vinculados de Impostos\00-Tesouro Municipal;29/08/2022;24/02/2023;269/SIURB/22;ESCOPO CONSTRUTORA EIRELI;	12965938000125;		;R$27.085.297,62;R$0,00;R$27.085.297,62;R$27.085.096,25;R$0,00;R$27.085.096,25
SIURB;M2712201;6022202200053316;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;IQ;LESTE;ITAQUERA;Rua Taques, alt do nº 10;-23.5467611;-46.4500621;CONTENÇÃO DE MARGEM DE CÓRREGO E SERVIÇOS COMPLEMENTARES - RUA TAQUES;Intervenção, em caráter emergencial, para realização de obras para contenção de margem de córrego e serviços complementares na Rua Taques, altura do nº 10;Drenagem;MANUTENÇÃO;Contenção de margens;CONCLUÍDA;00-Tesouro Municipal\00-Campo de Marte;06/10/2022;03/04/2023;271/SIURB/22;ABCON CONSULTORIA E ENGENHARIA EIRELI;	32244971000173;		;R$9.941.771,92;R$0,00;R$9.941.771,92;R$9.941.771,92;R$0,00;R$9.941.771,92
SIURB;M2722201;6022202200036136;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SM;LESTE;IGUATEMI;Rua Esperança, Travessa Sinhá Moça e Rua Banda;-23.6079221;-46.4558871;CONTENÇÃO EM MARGENS DO CÓRREGO - RUA ESPERANÇA, TV SINHÁ MOÇA E RUA BANDA;Intervenção em caráter emergencial para obras de contenção em margens do córrego - Rua Esperança, Travessa Sinhá Moça e Rua Banda;Drenagem;MANUTENÇÃO;Contenção de margens;CONCLUÍDA;00-Tesouro Municipal;15/07/2022;10/01/2023;272/SIURB/22;MAS CONSTRUÇÕES E EMPREENDIMENTOS LTDA;	67192609000180;		;R$18.150.644,09;R$0,00;R$18.150.644,09;R$18.150.644,02;R$0,00;R$18.150.644,02
SIURB;M2732201;6022202200032122;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;MP;LESTE;SÃO MIGUEL;Rua Mandrágora e Rua Goivinho da Praia;-23.5157391;-46.4306071;CONTENÇÃO EM MARGEM DE CÓRREGO - RUA MANDRÁGORAS E GOIVINHO DA PRAIA;Intervenção em caráter emergencial, para realização de contenção em margem de córrego, localizado no trecho entre a Rua Mandrágora e Rua Goivinho da Praia;Drenagem;MANUTENÇÃO;Contenção de margens;CONCLUÍDA;00-Tesouro Municipal;30/06/2022;26/12/2022;273/SIURB/22;CONSTRUTORA KAMILOS LTDA;	50557404000159;		;R$26.287.204,82;R$0,00;R$26.287.204,82;R$26.253.482,69;R$0,00;R$26.253.482,69
